,store_id,store_name,score,ward,review_cnt,review
0,00000001,ほっこり中華そば もつけ,3.87,東京都内,576,八王子で乗り換えの用事があり、ならばと初訪問。もつけはあのもつけ？気になってたんです。津軽弁ならではの言葉だったので。ひょっとして青森の方なのかもしれないと思ってました。並びはなしで入れた平日の18時頃、味玉中華そばにワンタンを追加します。カウンターのみ6席ぐらいでしょうか。並んだら時間かかりそうだな、と思った先からもう4名ほど並んでます。タイミングよかった。約7〜8分で到着。見るからにタイプな中華そばです。一目惚れ。忙しそうなので、このタイミングでお聞きしました。「もつけは津軽弁ですか？」「はいそうです」「ご出身はあおもりですか？ 私はひろさきです」（ここからアクセントは津軽弁で）「私は五所川原です」（ここからアクセントは津軽弁で）「んだが！いただきます！」まずスープを一口。あーー、田舎に心と体が持ってかれるー。懐かしい中華そばの味。青森のラーメンは基本的に煮干しや焼き干し出汁。そこに繋がっているレールが見えました。さらにそれを極めるべく情熱を傾けた味なのでしょう。個人的には最高クラス。初恋を思い出し新たな恋に目覚めるそんな味…刻んだ玉ねぎなどは八王子ラーメンの文化なのでしょうね。まだ八王子ラーメンがよくわかってないのですが。見た目はどこかで見た漫画のキャラクターみたい。どんぶりの模様までマンガやイラストのように見えてきます。麺がまた特筆もん。プリップリで、舌触りも喉越しも香りもよく、とても美味しい。なんだろう卵がたっぷり入っているだけあって、箸で掴むと重みも感じます。でも、サラッと食べ切ってしまう。ワンタンも生姜が効いていてこのラーメンのための、このラーメンに合うワンタン。正直言ってあまり空腹ではなかったけど、食べ進むうちにもっと欲しくなるラーメンでした。坦々麺も食べてみたいが、また同じものを注文しそう。店主のお言葉通りに胃袋から元気になったかもしれない。もつけにはお調子者の意味に加え、熱中する人という意味もあって、そういう意味も含めた店名であると、帰りがけに説明いただきました。たしかにそうです。もつけなラーメン。熱中や情熱は人を幸せにする。熱が作る味、私、好きなんです。タイトルの津軽弁は正確に訳しづらいので、説明抜きでそのままにしまーす！
1,00000001,ほっこり中華そば もつけ,3.87,東京都内,576,特製中華そば 1100円 チャーシュー3、ワンタン3、味玉平日13:32着 待ち5名、13:47入店、13:53着丼久しぶりにもつけの中華そばを食べに。配膳された丼は、特製の具が足りない...別皿提供になりました。チャーシュー、5枚とワンタン3個、めんま、ネギ、味玉の布陣。スープは鶏+煮干しなどの効いたもので、ほんのり煮干しの苦味もあって、奥行きがあって美味しいです。自家製麺は春よ恋などの国産ブレンド小麦に玉子をプラス。歯触りも良く、いい感じに弾力があって美味しい麺。チャーシューは燻したもので食感があり肉！と言った感じの逸品。ワンタンは生姜の風味が効いています。駅から遠いのにいつも人気のおみせです。
2,00000001,ほっこり中華そば もつけ,3.87,東京都内,576,[訪問日:2022/03中旬]平日12時頃訪問。訪問時の食べログ評価は、3.87。食べログラーメンTOKYO百名店2021。八王子駅から、徒歩で10分弱。6人待ち。先に食券を購入し、最後尾らしき人に声をかけて確認し、列に並びます。券売機の時間は、5分遅れている。並び初めて10分ほどで、店内へ。水はセルフ。以下、注文したもの。◇味玉中華そば(税込¥850)味玉が+¥50で付くならと注文したが、デフォルトで半分入っていて、味玉で更に半分追加される仕様でした。着席し、5分弱で提供。スープは、煮干し風味が感じられるが、そこまでくどくない。説明には、国産鶏も使用されていると書かれているからだろう。麺は、細めながらも噛みごたえのある硬さ。ちょうど良い。見た目は少ない麺だが、底の方にも麺は入っている。10分ほどで完食。接客も気持ちよく、ラーメンも丁寧な一杯でした。ごちそうさまでした。
3,00000001,ほっこり中華そば もつけ,3.87,東京都内,576,こちらは八王子にありますが「八王子ラーメン」提供店ではなく、王道の「煮干し系」ラーメンを提供されています。それでいて八王子トップの百名店とくれば期待度は高まります。まず、お店の外観からして渋すぎます。老舗豆腐店「大和屋」さんの居抜きなのでしょうが、歴史ある屋号を外さないあたりが店主さんのセンスの良さでしょう。2016年創業とは思えない老舗の重みみたいなものが伝わってきます。現着は週末12:25でしたが並びは5名、健全な並びです。食券を買ってから並ぶルールの様です。今回は「特製中華そば」1100円を発券し、入店少し前に店員さんに渡しました。何だか並ばれている方も「ほっこり」されていたように感じたのは自分だけでしょうか。後からタクシーで来られたご年配の紳士から若いカップルまで、客層も老若男女という感じで、特に地元の方が多いように見受けられます。八王子には「八王子ラーメン」の名店も結構ありますので皆さんローテーションで色んなお店を楽しまれているのでしょう。20分ほどの並びで入店し、5分ほどでラーメンが提供されました。まず見た目が綺麗です。盛り付けに拘る職人さんは味にも当然拘っているはずなので、美味いのは確定ですね。まずはスープですが、他のレビュアーさんも言われている通り、煮干しが前面に出たスープですが嫌味は無く、動物系他の複雑な旨味が重層的に感じられます。油感も少なめで、カエシがキリっと効いた感じではありませんがじんわり旨味が染みわたるタイプで美味しいです。が、いかんせんスープ温度が低すぎました。麺は熱々でしたのでその温度差が歴然としていて、特製で具が多かったのを差し引いても温かったです。麺は自家製の中細ストレートで加水率は低くなく、ツルモチ系の食感で小麦の美味さを感じられるものですが、最近この手のタイプは多いので特別感動はしませんが、スープとの相性はとても良いと思います。チャーシューは肩ロースの吊るし焼き系とモモっぽい煮豚がそれぞれ2枚づつ。肩ロースは燻製の香りがして美味しかったですが、モモの方はちょっとパサついててイマイチでした。ワンタンは具がギッシリ詰まった生姜風味のものが3個で、皮もしっかり系なので食べ応えのある感じです。皮の薄いツルツル系が好みなのですが、これはこれでボリュームがあり得した感じがします。味玉は味の染み込み黄身の加減共に最高レベルのもので、シャキシャキ過ぎる小松菜やコリコリと食感の良いメンマも全体の雰囲気を素敵にまとめています。輪切りのネギの辛味が意外と強かったのは想定外でした。無化調だと信じられないくらい深みのあるスープを提供するお店は何店かありますが、こちらもその限界点を目指している名店だと思います。並びもひどくなく、今回は全行程で35分程でしたので近くの方が羨ましいです。
4,00000001,ほっこり中華そば もつけ,3.87,東京都内,576,貴重な平日の有給を使って百名店の旅に出かけます。本日は八王子駅へ。中央線が人身事故でしたので京王線に揺られて八王子へ。そこから徒歩10分程度でしょうか。平日の12時30分ごろに店舗に到着です。店頭には数名が座って並んでおり、そこを過ぎると右側の屋根のある店舗脇へ。並び列にも配慮されていますね。食券を先に購入してから並びますので注意が必要です。券売機は店頭に有ります。中華そば、担々麺の二刀流。どちらも気になりますが本日は一押しの味玉中華そば　850円をチョイス。並びます。平日だからか蔓延防止だからか。列もスムーズで着丼まで25分程度でした。 開店日は2016年3月1日。店主さんの優しさが店名にも表れています。確かに素晴らしい接客ですよね。 早速頂きます。 ●ビジュアル麺線がキレイに整えられ、丼の半分に具材。半分は麺と非常に魅力的。玉子は二つに割られ、存在感あり。ほうれん草が鮮やかな緑です。 ●スープからおおお分厚い濃厚な無化調の煮干し。想像していたよりも断然煮干しの味を感じます。これは煮干し中華そばですね。そこに鶏でしょうかスープが合わさって極上の味です。●麺麺は自家製麺が強い。ややカタメに茹でられた麺が非常にスープに合います。風味を持ち上げる要素が半端ない。美味しいです。ガンガン食べ進めます。 具もどれも非常に美味しかったです。太いメンマも良かった。 食べ終えた感想ですが、無化調でここまでの分厚い味を出すのは相当大変と思いますが見事に調和されており本当にほっこりする味でした。中華そばのキャッチフレーズが「力強い無添加スープにぷりっぷりの自家製麺」まさにその通りでしたごちそうさまでした。
5,00000001,ほっこり中華そば もつけ,3.87,東京都内,576,有給休暇の月曜日家族に許可を取り、八王子までラーメン行脚へ近場で旅行感もあってなんだかんだ好きな街八王子そんな1件目は、もつけオープン前に到着そして、定刻よりも早く開店ありがたいせっかく早く開けてくれたのだからノーマルでは申し訳ない気がしたので特製を注文程なく出来上がり見た目がとても綺麗な1杯チャーシュー4枚、青菜、ネギ、ワンタン3つ、味たま、メンマまずはスープは塩味はバシッと効いて、濃いめの煮干しに鶏の甘みが香ります美味しいスープですね麺は固めでスープに良くあっています途中で少し柔らかくなるのですがそれはそれで美味しいですというか、その辺から青森のまるかいを思い出しましたチャーシューは低温調理かな？しっとりしたもので全体の邪魔をしないものであえて脇役の配置のチャーシューですワンタンは、生姜が効いたもので味のアクセントになります味たまは、少し甘みがあってその甘さがスープとよく合いますねスープを段々と煮干しが強くなっていくように感じますこれがついついとスープを飲んでしまいます美味しいですチャーシューなしでも物足りなさはないくらいスープだけでメインとなれる味ですね美味しかったですご馳走様でした
6,00000001,ほっこり中華そば もつけ,3.87,東京都内,576,たぶん私の舌が無化調には向いてないんだと思います。八王子には何年振りかというくらい久々の訪問。せっかく来たのだから美味しいラーメンを食べようということでこちら。食べログには11:30開店と書いてありますが、11:00からやっていたようで、到着した11:15には既に7組ほどの待ちが。お店前の待ちスペースに先頭の4名、それより後ろはお店横の日陰スペースで待つことになります。この日は夜には雪予報が出るくらい寒かったので、これが本当にしんどかった…40分くらい待って入店。待ってる間に店員さんが食券を取りに来てくれるので着丼までの時間は短かったです。見た目はきれいな醤油ラーメンですが、スープを頂くと煮干しの味が強めでした。無化調のラーメンはいくつものお店で食していますが、ここはあまり驚きも意外性もなく、正統派で優しい無化調ラーメンという印象でした。味玉はめっちゃ美味しかったけど。店名のとおり「ほっこり」しますが、八王子の寒い外気にさらされた体はラーメン一杯では補えなかったらしく、このあと風邪をひいたとさ…（冬の時期に並ぶ際はお気をつけください）
7,00000001,ほっこり中華そば もつけ,3.87,東京都内,576,煮干し鰮らーめん園さんに続き、今や八王子を代表する人気店、ほっこり中華そば もつけさんへ。☝️ちなみに、、、「もつけ」とは、青森の津軽弁で、お調子者、熱中する人、おひとよし、目立ちたがり屋などの意味があるそうです店主さんは、青梅のいつ樹さんをはじめとする多くのお店で修行を積み、ブンブンマルさんの立ち上げにも携わってきたそうです。さらに前回ご紹介した煮干し鰮らーめん園さんの初代の店主さんが作った無化調、自家製麺でのラーメンの美味しさに感動を覚え、自らも作りたいという思いでこのもつけさんを立ち上げたそうです。名前の由来は、懐かしさを感じさせる「ほっこり」した中華そばという意味合いと、津軽弁の「もつけ」から、「ラーメンに熱中する」という思いで名付けたとのことです最寄り駅は、JR中央線の八王子駅。改札を出たら左に行き南口を出ます。そのままエスカレーターで下に降り前にある通りを右に曲がります。しばらく行くと大通りにぶつかるのでそれを左に曲がり直進すると左側に見えてきます徒歩で7〜8分です‍♂️オープンは、11:30〜で、今回は11:40に到着。すでに10人くらいの列ができていました店頭入口の右側にある券売機で先に食券を購入してから列に並ぶ仕様ですドア左側に３人座れるスペースがあり、4人目以降はドアの右側に店の壁に沿って道路ではなく細い通路に入っていく形で列を作って並びます通りから来るとあまり並んでなくてラッキー✨と思いますが甘かった並んでいるとしばらくしたらスタッフの方が食券を回収にきます。12:15に入店です。前もってオーダーしていることもあって回転は早めです店内はカウンターのみで６人です。入店後まもなく着丼見た目からして美味そうこのビジュアルでこれはもつけさんだ！ってわかるのってすごいですよね見た目だけでなく食べても勿論、美味しかったです定期的に限定メニューなどもあるらしいので地元の方にも人気がある理由がわかるような気がしますお店の建物の上には大和屋の屋号がありますが、これはもつけさんが入る前にこちらで経営されていた老舗のお豆腐屋さんだそうで、亡くなられたご主人様を思いそのまま残しているとのことらしいですそういった想いにも思わずほっこりしてしまいます※  あくまでも個人の感想です
8,00000001,ほっこり中華そば もつけ,3.87,東京都内,576,開店時間2分前に到着したら既に開店していて店内満席状態、店外には三十人近くの並びが発生していた。結果的に店内に入れたのは1時間後となった。ラーメン屋にしては回転が悪い気がしたが、6席のみのミニマムさと、グループ客がいた場合席が１つ空いててもそこに1人客を入れる事なく人数分の席が空くまで客を入れないスタイルみたいなので、必然的に待ち時間は長くなってしまう…そんな感じだ。ただ、席についてから料理が提供される時間は極めて早く、僕の場合2分位の待ち時間だった。はえーなーちなみに店外にある券売機で予め食券を購入してから並ぶのがこの店の流儀らしい。さりとて早めに食券を回収する訳でもなく。入り口横の長椅子に座ってから食券を回収してたから、あんまり意味ない気がする。まあ良いけど。食べたのは特製中華そば1100円着丼した瞬間、その美しさに身悶えていた…てのは嘘です。予め食べログの写真でここのラーメンの見た目が美しいのは学習してたので身悶える事はなかったけど、改めてその美しい見た目に見惚れてしまい、写真を撮りまくってたら店主に美味しいうちに食べてと懇願されてしまった。反省です。。。。まずはスープもうスープ飲む前から丼から立ち昇る煮干し臭で分かってたんだけど、飲み込んだ瞬間から感じる煮干しの芳醇な香りと旨味が素晴らしいですね。それに加えて醤油のコクと甘味が煮干しの魅力とガッツリタッグして、味覚神経部隊の先鋒に位置する味蕾を一瞬で魅了し、僕の顔はたちまち破顔する事となった。無化調系のスープにありがちな美味いんだけど上品と言うか、ラーメンのスープってこれッ！じゃない感があるんだよな〜、美味いんだけど…うーん、なんだか物足りないと言うか…次は無いかな。みたいな感想なんて微塵も出ないくらいに厚みのある旨味と中毒性がここのスープに感じることが出来た。麺はストレートの細麺モチっとした中に、キリッとした芯を感じさせる茹で加減で麺肌は滑らか、スープの絡み&引き上げ感も良好で啜る度に小麦の香りとスープの旨味が舌の上に広がりスルッと喉へと吸い込まれていく過程が心地良いのだ。具も良いですね。部位の違う煮豚もしっとり柔らかくて肉の旨みもバッチグーだし黄身が液状の味玉も味染み染みでめちゃウマだし生姜の香り豊かな肉餡たっぷりなワンタンも旨いしサクサクメンマも普通だしシャキシャキ小松菜もほんのり甘味が良かったしとにかく美味しい一杯でした。ご馳走様でした。
9,00000001,ほっこり中華そば もつけ,3.87,東京都内,576,八王子きっての名店へ初訪問。近所のコインパーキングに止めて列に加わる。店外待ち10名程度だったか？数十分待って、ようやくの入店。見てわかっていただけると思うが、割と細い麺。茹で上がりは早い。しかし、なかなか着丼しない。店主らしき人と、助手らしきひとがせっせと麺を持ち上げちゃ降ろしを繰り返している。思春期の前髪かな？ようやっと着丼した時には「アツアツ」の状態とはいえなかった。肝心のお味の方だが、うん。うまい！魚系の出汁がしっかりと効いた上品なスープ。えぐみも臭みもない。本当によくできている。具材の一つ一つのクオリティも相当に高く、こだわりを感じる。一方、なんでだろう、ボリューム感が足りない。同じ一玉のはずなのに。さらに、正直に言って、そんなに言うほど特筆して美味いかなぁ？「通りがかりに空いてそうだから寄る」なら全然ありだし、そういう心構えで行けば、「おお！こりゃ美味い」になりそうだが、「並び覚悟でわざわざ訪問する」だと、ハードルを越えてこない。これに関しては、店は一切悪くない。風評被害みたいなもの。残念ながら、ハードルが上がりきった胃も心も満たされなかった。おそらく再訪はナシ。評判が高すぎるっていうのも大変なんだなって久しぶりに痛感した。奥さんに言わせると、「これ、店が狭いから行列してるだけなんじゃない？」だそうだ。痛烈ぅ！なお、この直後「楓」にて地鶏中華そば(塩)をいただきました。
